Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,81.64,85.58,0.00090
10,63.72,75.67,0.22113
40,88.33,93.39,0.01130
30,78.57,91.49,0.03963
40,83.15,94.18,0.00304
10,52.42,51.44,0.35926
10,51.10,54.44,0.31439
50,88.39,93.15,0.00704
40,87.62,94.06,0.00673
30,80.97,88.88,0.05807
30,87.06,93.53,0.00681
40,81.33,91.75,0.02089
10,64.70,66.28,0.20270
20,73.18,86.59,0.04359
20,75.50,90.78,0.04724
50,89.00,94.14,0.00871
20,75.50,82.52,0.05960
50,90.06,94.58,0.00956
50,89.64,94.33,0.00527
20,84.84,93.04,0.03903
10,63.03,66.10,0.18611
50,89.91,94.59,0.00099
40,82.32,90.00,0.00097
50,86.58,92.72,0.00064
20,78.31,91.88,0.04809
30,73.30,86.68,0.05977
30,72.10,87.21,0.10483
20,80.53,92.66,0.03137
40,89.30,93.70,0.01223
40,87.50,93.61,0.00769
10,68.35,77.85,0.16341
30,79.49,88.67,0.07581
20,63.78,76.68,0.10333
10,50.33,57.68,0.39393
40,84.94,91.94,0.01284
50,90.13,94.76,0.00959
20,56.62,69.51,0.20466
10,53.69,57.44,0.33403
30,87.04,92.45,0.01621
50,89.38,93.78,0.00409
10,71.38,84.36,0.10964
20,70.25,86.56,0.06146
30,66.11,81.47,0.10220
40,78.34,82.33,0.00889
50,80.31,92.91,0.02761
40,84.19,91.52,0.00093
50,84.86,92.91,0.00099
10,53.79,63.57,0.37190
20,79.05,88.51,0.05577
30,88.78,92.59,0.02474
50,85.15,94.71,0.01864
30,84.02,89.87,0.01806
40,87.95,93.40,0.01064
20,67.67,81.86,0.18607
10,49.98,55.32,0.43143
50,91.18,94.84,0.00494
30,76.38,91.49,0.03791
40,85.86,91.24,0.01043
10,41.55,48.24,0.42491
20,68.10,81.93,0.11337
